,Name,Domestic Total Gross,Distributor,Genre,MPAA Rating,Release Date,Runtime,Production Budget,Director,Producer,Actor
0,Shrek 2,"$441,226,247",DreamWorks,Animation,PG,"May 19, 2004",1 hrs. 33 min.,$150 million,"Andrew Adamson,Kelly Asbury,Conrad Vernon",Jeffrey Katzenberg,"Mike Myers,Cameron Diaz,Eddie Murphy,Antonio Banderas"
1,Spider-Man 2,"$373,585,825",Sony / Columbia,Action / Adventure,PG-13,"June 30, 2004",2 hrs. 7 min.,$200 million,Sam Raimi,"Kevin Feige,Stan Lee,Laura Ziskin,Avi Arad","Tobey Maguire,Kirsten Dunst,James Franco,Alfred Molina"
2,The Passion of the Christ,"$370,274,604Domestic Lifetime Gross $370,782,930",Newmarket,Historical Drama,R,"February 25, 2004",2 hrs. 6 min.,$30 million,Mel Gibson,N/A,"Monica Bellucci,James Caviezel"
3,Meet the Fockers,"$279,261,160",Universal,Comedy,PG-13,"December 22, 2004",1 hrs. 54 min.,$80 million,Jay Roach,N/A,"Robert DeNiro,Ben Stiller,Dustin Hoffman,Barbra Streisand"
4,The Incredibles,"$261,441,092",Buena Vista,Animation,PG,"November 5, 2004",1 hrs. 55 min.,$92 million,Brad Bird,John Lasseter,"Craig T. Nelson,Holly Hunter,Samuel L. Jackson"
5,Harry Potter and the Prisoner of Azkaban,"$249,541,069",Warner Bros.,Fantasy,PG,"June 4, 2004",2 hrs. 22 min.,$130 million,Alfonso Cuaron,"Chris Columbus,David Heyman","Daniel Radcliffe,Emma Watson,Rupert Grint,Gary Oldman"
6,The Day After Tomorrow,"$186,740,799",Fox,Action Drama,PG-13,"May 28, 2004",2 hrs. 4 min.,$125 million,Roland Emmerich,Mark Gordon,"Ian Holm,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum"
7,The Bourne Supremacy,"$176,241,941",Universal,Action Thriller,PG-13,"July 23, 2004",1 hrs. 48 min.,$75 million,Paul Greengrass,"Patrick Crowley,Doug Liman,Frank Marshall","Matt Damon,Franka Potente,Brian Cox,Julia Stiles,Karl Urban,Joan Allen"
8,National Treasure,"$173,008,894",Buena Vista,Adventure,PG,"November 19, 2004",2 hrs. 11 min.,$100 million,Jon Turteltaub,Jerry Bruckheimer,"Nicolas Cage,Justin Bartha,Sean Bean,Jon Voight,Christopher Plummer"
9,The Polar Express,"$162,775,358Domestic Lifetime Gross $186,493,472",Warner Bros.,Animation,G,"November 10, 2004",1 hrs. 40 min.,$165 million,Robert Zemeckis,"Gary Goetzman,Tom Hanks",Tom Hanks
10,Shark Tale,"$160,861,908",DreamWorks,Animation,PG,"October 1, 2004",1 hrs. 30 min.,$75 million,"Vicky Jenson,Rob Letterman","Janet Healy,Jeffrey Katzenberg,Allison Lyon Segan","Will Smith,Angelina Jolie,Renee Zellweger,Jack Black,Robert DeNiro"
11,"I, Robot","$144,801,023",Fox,Sci-Fi Thriller,PG-13,"July 16, 2004",1 hrs. 45 min.,$120 million,Alex Proyas,"John Davis,Wyck Godfrey,James Lassiter,Laurence Mark,Will Smith","Will Smith,Bridget Moynahan,Alan Tudyk,Shia LaBeouf"
12,Troy,"$133,378,256",Warner Bros.,Historical Epic,R,"May 14, 2004",2 hrs. 43 min.,$175 million,Wolfgang Petersen,Colin Wilson,"Brad Pitt,Eric Bana,Orlando Bloom,Brian Cox,Sean Bean,Brendan Gleeson,Rose Byrne"
13,Ocean's Twelve,"$125,544,280",Warner Bros.,Crime Comedy,PG-13,"December 10, 2004",2 hrs. 4 min.,$110 million,Steven Soderbergh,N/A,"George Clooney,Brad Pitt,Matt Damon,Catherine Zeta-Jones,Don Cheadle,Bernie Mac,Julia Roberts,Casey Affleck"
14,50 First Dates,"$120,908,074",Sony / Columbia,Romantic Comedy,PG-13,"February 13, 2004",1 hrs. 36 min.,$75 million,Peter Segal,"Jack Giarraputo,Steve Golin,Daniel Lupi","Adam Sandler,Drew Barrymore,Rob Schneider"
15,Van Helsing,"$120,177,084",Universal,Period Horror,PG-13,"May 7, 2004",2 hrs. 10 min.,$160 million,Stephen Sommers,"Sam Mercer,Stephen Sommers","Hugh Jackman,Kate Beckinsale"
16,Fahrenheit 9/11,"$119,194,771",Lions Gate,Documentary,R,"June 23, 2004",1 hrs. 56 min.,$6 million,Michael Moore,N/A,N/A
17,Lemony Snicket's A Series of Unfortunate Events,"$118,634,549",Paramount,Family Adventure,PG,"December 17, 2004",1 hrs. 53 min.,$140 million,Brad Silberling,"Scott Aversano,Scott Rudin,Barry Sonnenfeld,Jim Van Wyck","Jim Carrey,Meryl Streep,Emily Browning,Jude Law"
18,DodgeBall: A True Underdog Story,"$114,326,736",Fox,Sports Comedy,PG-13,"June 18, 2004",1 hrs. 37 min.,$20 million,Rawson Marshall Thurber,Ben Stiller,"Vince Vaughn,Ben Stiller,Christine Taylor,Justin Long,Joel David Moore"
19,The Village,"$114,197,520",Buena Vista,Period Horror,PG-13,"July 30, 2004",1 hrs. 48 min.,$60 million,M. Night Shyamalan,"Sam Mercer,Scott Rudin,M. Night Shyamalan","Joaquin Phoenix,Bryce Dallas Howard,Adrien Brody,Sigourney Weaver,Brendan Gleeson,Jesse Eisenberg"
20,The Grudge,"$110,359,362",Sony / Columbia,Horror,PG-13,"October 22, 2004",1 hrs. 36 min.,$10 million,N/A,"Doug Davison,Roy Lee,Sam Raimi",Sarah Michelle Gellar
21,The Aviator,"$102,610,330",Miramax,Period Drama,PG-13,"December 17, 2004",2 hrs. 48 min.,$110 million,Martin Scorsese,"Leonardo DiCaprio,Graham King,Michael Mann","Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,Alec Baldwin,Alan Alda"
22,Collateral,"$101,005,703",DreamWorks,Crime,R,"August 6, 2004",2 hrs. 5 min.,$65 million,Michael Mann,"Frank Darabont,Michael Mann","Tom Cruise,Jamie Foxx,Jada Pinkett-Smith,Mark Ruffalo,Peter Berg"
23,Million Dollar Baby,"$100,492,203",Warner Bros.,Sports Drama,PG-13,"December 15, 2004",2 hrs. 17 min.,$30 million,Clint Eastwood,"Clint Eastwood,Paul Haggis,Robert Lorenz,Gary Lucchesi,Tom Rosenberg","Clint Eastwood,Hilary Swank,Morgan Freeman,Jay Baruchel"
24,The Princess Diaries 2: Royal Engagement,"$95,170,481",Buena Vista,Family Comedy,G,"August 11, 2004",1 hrs. 53 min.,$40 million,Garry Marshall,"Debra Martin Chase,Whitney Houston,Mario Iscovich","Anne Hathaway,Julie Andrews,Abigail Breslin,Chris Pine,Raven-Symone"
25,Starsky and Hutch,"$88,237,754",Warner Bros.,Action Comedy,PG-13,"March 5, 2004",1 hrs. 37 min.,$60 million,Todd Phillips,"Gilbert Adler,Scott Budnick,Akiva Goldsman,Ben Stiller","Jason Bateman,Ben Stiller,Owen Wilson,Vince Vaughn,Snoop Dogg"
26,Along Came Polly,"$88,097,164",Universal,Romantic Comedy,PG-13,"January 16, 2004",1 hrs. 30 min.,$42 million,N/A,"Michael Shamberg,Stacey Sher","Ben Stiller,Jennifer Aniston,Philip Seymour Hoffman,Alec Baldwin"
27,Mean Girls,"$86,058,055",Paramount,Comedy,PG-13,"April 30, 2004",1 hrs. 37 min.,$17 million,Mark S. Waters,Lorne Michaels,"Tina Fey,Lindsay Lohan,Rachel McAdams,Amanda Seyfried"
28,The SpongeBob SquarePants Movie,"$85,417,988",Paramount,Animation,PG,"November 19, 2004",1 hrs. 30 min.,$30 million,N/A,N/A,N/A
29,Anchorman: The Legend of Ron Burgundy,"$85,288,303",DreamWorks,Comedy,PG-13,"July 9, 2004",1 hrs. 31 min.,$26 million,Adam McKay,"Judd Apatow,Shauna Robertson,David O. Russell","Will Ferrell,Christina Applegate,Paul Rudd,Steve Carell"
30,Scooby-Doo 2: Monsters Unleashed,"$84,216,833",Warner Bros.,Family Adventure,PG,"March 26, 2004",1 hrs. 27 min.,N/A,Raja Gosnell,Charles Roven,"Sarah Michelle Gellar,Freddie Prinze, Jr.,Matthew Lillard,Seth Green,Alicia Silverstone"
31,The Notebook,"$81,001,787",New Line,Romance,PG-13,"June 25, 2004",2 hrs. 4 min.,$29 million,Nick Cassavetes,Mark Johnson,"Ryan Gosling,Rachel McAdams,James Garner,Gena Rowlands,Joan Allen,James Marsden"
32,Alien Vs. Predator,"$80,282,231",Fox,Sci-Fi Horror,PG-13,"August 13, 2004",1 hrs. 27 min.,$60 million,Paul W.S. Anderson,"Gordon Carroll,John Davis,David Giler,Wyck Godfrey,Thomas M. Hammel,Walter Hill","Ewen Bremner,Sanaa Lathan,Lance Henriksen"
33,Man on Fire,"$77,911,774",Fox,Action Drama,R,"April 21, 2004",2 hrs. 26 min.,$70 million,Tony Scott,"Arnon Milchan,Tony Scott","Denzel Washington,Dakota Fanning,Radha Mitchell,Christopher Walken"
34,The Terminal,"$77,872,883",DreamWorks,Comedy / Drama,PG-13,"June 18, 2004",2 hrs. 8 min.,$60 million,Steven Spielberg,"Jason Hoffs,Steven Spielberg,Patricia Whitcher","Tom Hanks,Catherine Zeta-Jones,Stanley Tucci"
35,Garfield: The Movie,"$75,369,589",Fox,Family Comedy,PG,"June 11, 2004",1 hrs. 25 min.,$50 million,Peter Hewitt,John Davis,"Bill Murray,Breckin Meyer,Jennifer Love Hewitt"
36,Ray,"$75,331,600",Universal,Music Drama,PG-13,"October 29, 2004",2 hrs. 32 min.,$40 million,Taylor Hackford,Taylor Hackford,Jamie Foxx
37,Ladder 49,"$74,541,707",Buena Vista,Action Drama,PG-13,"October 1, 2004",1 hrs. 55 min.,N/A,Jay Russell,Casey Silver,"Joaquin Phoenix,John Travolta,Billy Burke"
38,Christmas with the Kranks,"$73,780,539",Sony (Revolution),Family Comedy,PG,"November 24, 2004",1 hrs. 34 min.,$60 million,Joe Roth,Chris Columbus,"Tim Allen,Jamie Lee Curtis"
39,Sideways,"$71,503,593",Fox Searchlight,Comedy,R,"October 22, 2004",2 hrs. 3 min.,$16 million,Alexander Payne,Michael London,"Paul Giamatti,Thomas Haden Church,Virginia Madsen"
40,White Chicks,"$70,831,760",Sony / Columbia,Comedy,PG-13,"June 23, 2004",1 hrs. 49 min.,$37 million,Keenen Ivory Wayans,"Rick Alvarez,Lee R. Mayes","Marlon Wayans,Shawn Wayans"
41,Hidalgo,"$67,303,450",Buena Vista,Period Adventure,PG-13,"March 5, 2004",2 hrs. 16 min.,$100 million,Joe Johnston,Casey Silver,Viggo Mortensen
42,The Forgotten,"$67,133,509",Sony (Revolution),Sci-Fi Thriller,PG-13,"September 24, 2004",1 hrs. 29 min.,$42 million,Joseph Ruben,Joe Roth,Julianne Moore
43,Kill Bill Vol. 2,"$66,208,183",Miramax,Action,R,"April 16, 2004",2 hrs. 0 min.,$30 million,Quentin Tarantino,Lawrence Bender,Uma Thurman
44,The Manchurian Candidate,"$65,955,630",Paramount,Thriller,R,"July 30, 2004",2 hrs. 10 min.,$80 million,Jonathan Demme,"Scott Aversano,Scott Rudin","Denzel Washington,Meryl Streep,Liev Schreiber,Jon Voight,Jeffrey Wright,Anthony Mackie"
45,Barbershop 2: Back in Business,"$65,111,277",MGM,Comedy,PG-13,"February 6, 2004",1 hrs. 46 min.,$30 million,N/A,"Matt Alvarez,Mark Brown,Ice Cube,George Tillman, Jr.","Ice Cube,Cedric the Entertainer,Michael Ealy,Queen Latifah"
46,Miracle,"$64,378,093",Buena Vista,Sports Drama,PG,"February 6, 2004",2 hrs. 15 min.,N/A,Gavin O'Connor,N/A,Kurt Russell
47,Friday Night Lights,"$61,255,921",Universal,Sports Drama,PG-13,"October 8, 2004",1 hrs. 47 min.,$30 million,Peter Berg,Brian Grazer,"Billy Bob Thornton,Lucas Black,Garrett Hedlund,Derek Luke"
48,Hellboy,"$59,623,958",Sony (Revolution),Action Horror,PG-13,"April 2, 2004",1 hrs. 52 min.,$66 million,Guillermo del Toro,"Lawrence Gordon,Lloyd Levin",Ron Perlman
49,The Stepford Wives,"$59,484,742",Paramount,Sci-Fi Comedy,PG-13,"June 11, 2004",1 hrs. 33 min.,$90 million,Frank Oz,"Donald De Line,Scott Rudin","Nicole Kidman,Matthew Broderick,Christopher Walken,Bette Midler,Glenn Close"
50,Dawn of the Dead,"$59,020,957",Universal,Horror,R,"March 19, 2004",1 hrs. 38 min.,$26 million,Zack Snyder,"Richard P. Rubinstein,Marc Abraham,Eric Newman","Sarah Polley,Ty Burrell"
51,Without a Paddle,"$58,169,327",Paramount,Comedy,PG-13,"August 20, 2004",1 hrs. 39 min.,$19 million,Steven Brill,"Donald De Line,Richard Vane","Seth Green,Matthew Lillard"
52,The Butterfly Effect,"$57,938,693",New Line,Sci-Fi Thriller,R,"January 23, 2004",1 hrs. 54 min.,$13 million,N/A,"Chris Bender,J.C. Spink",Ashton Kutcher
53,Shall We Dance,"$57,890,460",Miramax,Music Drama,PG-13,"October 15, 2004",1 hrs. 35 min.,$50 million,Peter Chelsom,Simon Fields,"Richard Gere,Jennifer Lopez,Susan Sarandon,Stanley Tucci"
54,The Chronicles of Riddick,"$57,761,012",Universal,Sci-Fi Fantasy,PG-13,"June 11, 2004",1 hrs. 59 min.,$105 million,David Twohy,"Vin Diesel,Ted Field,Scott Kroopf,George Zakk","Vin Diesel,Thandie Newton,Judi Dench,Karl Urban,Alexa Davalos"
55,13 Going on 30,"$57,231,747",Sony (Revolution),Fantasy Comedy,PG-13,"April 23, 2004",1 hrs. 37 min.,$37 million,Gary Winick,Todd Garner,"Andy Serkis,Jennifer Garner,Mark Ruffalo"
56,Saw,"$55,185,045Domestic Lifetime Gross $56,000,369",Lions Gate,Horror,R,"October 29, 2004",1 hrs. 40 min.,$1.2 million,James Wan,N/A,"Cary Elwes,Danny Glover"
57,Hero,"$53,710,019",Miramax,Foreign / Action,PG-13,"August 27, 2004",1 hrs. 39 min.,$31 million,Zhang Yimou,Quentin Tarantino,"Donnie Yen,Jet Li,Zhang Ziyi"
58,Blade: Trinity,"$52,411,906",New Line,Action Horror,R,"December 8, 2004",1 hrs. 54 min.,$65 million,David S. Goyer,"Avi Arad,Kevin Feige,David S. Goyer,Stan Lee","Wesley Snipes,Jessica Biel,Ryan Reynolds,Parker Posey"
59,King Arthur,"$51,882,244",Buena Vista,Period Adventure,PG-13,"July 7, 2004",2 hrs. 10 min.,$120 million,Antoine Fuqua,Jerry Bruckheimer,"Clive Owen,Keira Knightley,Ioan Gruffudd,Stellan Skarsgard,Ray Stevenson,Mads Mikkelsen"
60,Finding Neverland,"$51,680,613",Miramax,Period Drama,PG,"November 12, 2004",1 hrs. 41 min.,$25 million,Marc Forster,N/A,"Johnny Depp,Kate Winslet,Radha Mitchell,Dustin Hoffman,Freddie Highmore"
61,A Cinderella Story,"$51,438,175",Warner Bros.,Family Comedy,PG,"July 16, 2004",1 hrs. 36 min.,$19 million,N/A,"Hunt Lowry,Dylan Sellers,Casey La Scalla","Hilary Duff,Jennifer Coolidge"
62,The Phantom of the Opera,"$51,268,815",Warner Bros.,Musical,PG-13,"December 22, 2004",2 hrs. 23 min.,$70 million,Joel Schumacher,N/A,"Gerard Butler,Emmy Rossum,Patrick Wilson"
63,Resident Evil: Apocalypse,"$51,201,453",Sony / Screen Gems,Action Horror,R,"September 10, 2004",1 hrs. 34 min.,$45 million,N/A,"Paul W.S. Anderson,Jeremy Bolt,Don Carmody,Bernd Eichinger,Samuel Hadida,Robert Kulzer","Milla Jovovich,Jared Harris"
64,Home on the Range,"$50,030,461",Buena Vista,Animation,PG,"April 2, 2004",1 hrs. 16 min.,$110 million,Will Finn,N/A,N/A
65,Fat Albert,"$48,116,322",Fox,Family Comedy,PG,"December 25, 2004",1 hrs. 40 min.,N/A,N/A,John Davis,Raven-Symone
66,Secret Window,"$48,022,900",Sony / Columbia,Thriller,PG-13,"March 12, 2004",1 hrs. 46 min.,$40 million,David Koepp,Gavin Polone,"Johnny Depp,Maria Bello"
67,Walking Tall,"$46,437,717",MGM,Action,PG-13,"April 2, 2004",1 hrs. 26 min.,$46 million,N/A,David Hoberman,"Dwayne Johnson,Johnny Knoxville"
68,In Good Company,"$45,806,659",Universal,Comedy / Drama,PG-13,"December 29, 2004",1 hrs. 50 min.,N/A,Paul Weitz,"Rodney M. Liber,Chris Weitz,Paul Weitz","Dennis Quaid,Topher Grace,Scarlett Johansson,Clark Gregg"
69,Napoleon Dynamite,"$44,540,956",Fox Searchlight,Comedy,PG,"June 11, 2004",1 hrs. 26 min.,"$400,000",N/A,N/A,Jon Heder
70,Spanglish,"$42,726,869",Sony / Columbia,Comedy / Drama,PG-13,"December 17, 2004",1 hrs. 51 min.,$80 million,James L. Brooks,Richard Sakai,"Adam Sandler,Tea Leoni"
71,Exorcist: The Beginning,"$41,821,986",Warner Bros.,Period Horror,R,"August 20, 2004",1 hrs. 54 min.,$80 million,Renny Harlin,James G. Robinson,Stellan Skarsgard
72,You Got Served,"$40,363,810",Sony / Screen Gems,Music Drama,PG-13,"January 30, 2004",1 hrs. 35 min.,$8 million,Chris Stokes,N/A,N/A
73,Bridget Jones: The Edge of Reason,"$40,226,215",Universal,Romantic Comedy,R,"November 12, 2004",1 hrs. 48 min.,$40 million,Beeban Kidron,"Tim Bevan,Eric Fellner","Renee Zellweger,Hugh Grant,Jim Broadbent,Colin Firth"
74,Catwoman,"$40,202,379",Warner Bros.,Action / Adventure,PG-13,"July 23, 2004",1 hrs. 44 min.,$100 million,N/A,Denise Di Novi,"Halle Berry,Sharon Stone,Benjamin Bratt"
75,The Ladykillers,"$39,799,191",Buena Vista,Crime Comedy,R,"March 26, 2004",1 hrs. 44 min.,$35 million,"Ethan Coen,Joel Coen","Ethan Coen,Joel Coen,Barry Sonnenfeld","Tom Hanks,Marlon Wayans"
76,Sky Captain and the World of Tomorrow,"$37,762,677",Paramount,Sci-Fi Adventure,PG,"September 17, 2004",1 hrs. 47 min.,$70 million,N/A,N/A,"Jude Law,Gwyneth Paltrow,Angelina Jolie,Giovanni Ribisi"
77,Raising Helen,"$37,486,512",Buena Vista,Comedy,PG-13,"May 28, 2004",1 hrs. 54 min.,N/A,Garry Marshall,David Hoberman,"Kate Hudson,John Corbett,Hayden Panettiere,Abigail Breslin,Helen Mirren"
78,Taxi,"$36,611,066",Fox,Action Comedy,PG-13,"October 6, 2004",1 hrs. 37 min.,$25 million,Tim Story,"Luc Besson,Robert Simonds",Queen Latifah
79,Eternal Sunshine of the Spotless Mind,"$34,400,301",Focus Features,Sci-Fi Comedy,R,"March 19, 2004",1 hrs. 48 min.,$20 million,Michel Gondry,"Steve Golin,Glenn Williamson","Jim Carrey,Kate Winslet,Kirsten Dunst,Mark Ruffalo,Elijah Wood,Tom Wilkinson"
80,Alexander,"$34,297,191",Warner Bros.,Historical Epic,R,"November 24, 2004",2 hrs. 56 min.,$155 million,Oliver Stone,"Jon Kilik,Gianni Nunnari","Colin Farrell,Angelina Jolie,Val Kilmer,Jared Leto,Rosario Dawson,Anthony Hopkins,Jonathan Rhys Meyers,Christopher Plummer"
81,Closer,"$33,987,757",Sony / Columbia,Romance,R,"December 3, 2004",1 hrs. 38 min.,$27 million,Mike Nichols,"Mike Nichols,Scott Rudin","Julia Roberts,Jude Law,Natalie Portman,Clive Owen"
82,The Punisher,"$33,810,189",Lions Gate,Action / Crime,R,"April 16, 2004",1 hrs. 59 min.,$33 million,N/A,"Avi Arad,Kevin Feige,Gale Anne Hurd,Stan Lee","Thomas Jane,John Travolta,Rebecca Romijn"
83,Team America: World Police,"$32,786,074",Paramount,Comedy,R,"October 15, 2004",1 hrs. 45 min.,$32 million,Trey Parker,"Scott Aversano,Scott Rudin",N/A
84,Taking Lives,"$32,682,342",Warner Bros.,Thriller,R,"March 19, 2004",1 hrs. 40 min.,$45 million,D.J. Caruso,"Mark Canton,Dana Goldberg,Bernie Goldmann,David Heyman","Angelina Jolie,Ethan Hawke,Kiefer Sutherland,Gena Rowlands"
85,Anacondas: The Hunt for the Blood Orchid,"$32,238,923",Sony / Screen Gems,Horror,PG-13,"August 27, 2004",1 hrs. 33 min.,$20 million,N/A,N/A,N/A
86,Cellular,"$32,003,620",New Line,Thriller,PG-13,"September 10, 2004",1 hrs. 35 min.,$25 million,David R. Ellis,Dean Devlin,"Kim Basinger,Chris Evans,Jason Statham,William H. Macy,Jessica Biel"
87,Johnson Family Vacation,"$31,203,964",Fox Searchlight,Comedy,PG-13,"April 7, 2004",1 hrs. 36 min.,$12 million,N/A,"Cedric the Entertainer,Paul Hall","Cedric the Entertainer,Bow Wow"
88,Open Water,"$30,610,863",Lions Gate,Horror,R,"August 6, 2004",1 hrs. 19 min.,"$500,000",Chris Kentis,Laura Lau,N/A
89,Confessions of a Teenage Drama Queen,"$29,331,068",Buena Vista,Family Comedy,PG,"February 20, 2004",1 hrs. 26 min.,N/A,N/A,N/A,Lindsay Lohan
90,After the Sunset,"$28,331,233",New Line,Romantic Thriller,PG-13,"November 12, 2004",1 hrs. 38 min.,$60 million,Brett Ratner,"Beau Flynn,Jay Stern,Tripp Vinson","Pierce Brosnan,Salma Hayek,Woody Harrelson,Don Cheadle,Naomie Harris"
91,The Prince and Me,"$28,176,497",Paramount,Romantic Comedy,PG,"April 2, 2004",1 hrs. 51 min.,$22 million,Martha Coolidge,N/A,Julia Stiles
92,Garden State,"$26,782,316",Fox Searchlight,Comedy / Drama,R,"July 28, 2004",1 hrs. 49 min.,$2.5 million,Zach Braff,"Pamela Abdy,Dan Halsted,Michael Shamberg,Stacey Sher","Zach Braff,Natalie Portman,Peter Sarsgaard,Ian Holm"
93,Jersey Girl,"$25,268,157",Miramax,Comedy / Drama,PG-13,"March 26, 2004",1 hrs. 43 min.,$35 million,Kevin Smith,N/A,"Ben Affleck,Liv Tyler,Jennifer Lopez"
94,Twisted,"$25,198,598",Paramount,Thriller,R,"February 27, 2004",1 hrs. 37 min.,$50 million,N/A,"Anne Kopelson,Arnold Kopelson","Philip Kaufman,Ashley Judd,Samuel L. Jackson"
95,The Life Aquatic with Steve Zissou,"$24,020,403",Buena Vista,Adventure Comedy,R,"December 10, 2004",1 hrs. 58 min.,$50 million,Wes Anderson,"Wes Anderson,Barry Mendel,Scott Rudin","Seu Jorge,Bill Murray,Owen Wilson,Cate Blanchett,Willem Dafoe,Jeff Goldblum"
96,Around the World in 80 Days,"$24,008,137",Buena Vista,Family Adventure,PG,"June 16, 2004",2 hrs. 0 min.,$110 million,Frank Coraci,"Bill Badalato,Alex Schwartz","Steve Coogan,Jackie Chan,Cecile de France,Jim Broadbent,Kathy Bates"
